location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked
RILEY RESERVOIR,-82.933241,40.827245,31,1982,Walleye,Fingerlings,3000
RILEY RESERVOIR,-82.933241,40.827245,31,1982,Walleye,Fingerlings,1497
BEAVER CREEK RESERVOIR,-83.020030,41.241359,110,1989,Channel Catfish,Fingerlings,6003
RILEY RESERVOIR,-82.933241,40.827245,31,1983,Walleye,Fry,80000
RILEY RESERVOIR,-82.933241,40.827245,31,1986,Walleye,Fingerlings,1500
RILEY RESERVOIR,-82.933241,40.827245,31,1988,Walleye,Fingerlings,900
RILEY RESERVOIR,-82.933241,40.827245,31,1988,Walleye,Fingerlings,900
RILEY RESERVOIR,-82.933241,40.827245,31,1982,Yellow Perch,Fingerlings,6000
RILEY RESERVOIR,-82.933241,40.827245,31,1984,Yellow Perch,Fingerlings,3000
RILEY RESERVOIR,-82.933241,40.827245,31,1982,Smallmouth Bass,Fingerlings,6006
RIO GRANDE RESERVOIR,-82.389043,38.883974,8,1983,Channel Catfish,Fingerlings,3000
RIO GRANDE RESERVOIR,-82.389043,38.883974,8,1987,Channel Catfish,Fingerlings,2700
BEAVER CREEK (SANDUSKY R),NULL,NULL,N/A,1989,Golden Trout,Fingerlings,5000
ROCKY FORK LAKE,-83.439915,39.185034,1953,1982,Walleye,Fingerlings,143000
ROCKY FORK LAKE,-83.439915,39.185034,1953,1983,Walleye,Fingerlings,50840
ROCKY FORK LAKE,-83.439915,39.185034,1953,1984,Walleye,Fingerlings,49770
ROCKY FORK LAKE,-83.439915,39.185034,1953,1984,Walleye,Fingerlings,74879
ROCKY FORK LAKE,-83.439915,39.185034,1953,1986,Walleye,Fingerlings,79610
ROCKY FORK LAKE,-83.439915,39.185034,1953,1988,Walleye,Fingerlings,60600
ROCKY FORK LAKE,-83.439915,39.185034,1953,1988,Walleye,Fingerlings,55320
ROCKY FORK LAKE,-83.439915,39.185034,1953,1989,Walleye,Fingerlings,126490
ROCKY FORK LAKE,-83.439915,39.185034,1953,1982,Muskellunge,Adv. Fingerlings,3470
ROCKY FORK LAKE,-83.439915,39.185034,1953,1983,Muskellunge,Adv. Fingerlings,1407
BEAVER CREEK RESERVOIR,-83.020030,41.241359,110,1982,Walleye,Fingerlings,12000
ROCKY FORK LAKE,-83.439915,39.185034,1953,1984,Muskellunge,Fingerlings,310
ROCKY FORK LAKE,-83.439915,39.185034,1953,1984,Muskellunge,Fingerlings,522
ROCKY FORK LAKE,-83.439915,39.185034,1953,1984,Muskellunge,Fingerlings,1500
ROCKY FORK LAKE,-83.439915,39.185034,1953,1984,Muskellunge,Adv. Fingerlings,712
ROCKY FORK LAKE,-83.439915,39.185034,1953,1984,Muskellunge,Adv. Fingerlings,500
ROCKY FORK LAKE,-83.439915,39.185034,1953,1985,Muskellunge,Adv. Fingerlings,1970
ROCKY FORK LAKE,-83.439915,39.185034,1953,1985,Muskellunge,Adv. Fingerlings,103
ROCKY FORK LAKE,-83.439915,39.185034,1953,1986,Muskellunge,Adv. Fingerlings,804
ROCKY FORK LAKE,-83.439915,39.185034,1953,1986,Muskellunge,Adv. Fingerlings,1245
ROCKY FORK LAKE,-83.439915,39.185034,1953,1987,Muskellunge,Adv. Fingerlings,2100
BEAVER CREEK RESERVOIR,-83.020030,41.241359,110,1982,Walleye,Fingerlings,6000
ROCKY FORK LAKE,-83.439915,39.185034,1953,1987,Muskellunge,Adv. Fingerlings,1728
ROCKY FORK LAKE,-83.439915,39.185034,1953,1987,Muskellunge,Adv. Fingerlings,131
ROCKY FORK LAKE,-83.439915,39.185034,1953,1988,Muskellunge,Adv. Fingerlings,825
ROCKY FORK LAKE,-83.439915,39.185034,1953,1989,Muskellunge,Adv. Fingerlings,175
ROCKY FORK LAKE,-83.439915,39.185034,1953,1989,Muskellunge,Adv. Fingerlings,1950
ROCKY FORK LAKE,-83.439915,39.185034,1953,1989,Muskellunge,Adv. Fingerlings,1419
ROCKY FORK LAKE,-83.439915,39.185034,1953,1989,Muskellunge,Adv. Fingerlings,899
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1987,Golden Trout,Yearling,500
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1987,Golden Trout,Yearling,10660
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1988,Golden Trout,Fingerlings,93137
BEAVER CREEK RESERVOIR,-83.020030,41.241359,110,1984,Walleye,Fingerlings,7200
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1983,Rainbow Trout,Fingerlings,50000
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1984,Rainbow Trout,Fingerlings,36881
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1984,Rainbow Trout,Fingerlings,35160
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1984,Rainbow Trout,Fingerlings,13558
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1985,Rainbow Trout,Yearling,20478
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1985,Rainbow Trout,Yearling,20477
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1985,Rainbow Trout,Yearling,21000
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1986,Rainbow Trout,Yearling,74000
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1986,Rainbow Trout,Yearling,26000
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1987,Rainbow Trout,Yearling,26521
BEAVER CREEK RESERVOIR,-83.020030,41.241359,110,1986,Walleye,Fingerlings,3000
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1987,Rainbow Trout,Yearling,12086
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1987,Rainbow Trout,Yearling,16030
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1987,Rainbow Trout,Fingerlings,100000
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1988,Rainbow Trout,Fingerlings,128200
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1988,Rainbow Trout,Yearling,13394
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1988,Rainbow Trout,Fingerlings,40000
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1988,Rainbow Trout,Fingerlings,12120
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1989,Rainbow Trout,Yearling,26981
ROCKY RIVER (LAKE ERIE),NULL,NULL,N/A,1989,Rainbow Trout,Yearling,6444
ROSE LAKE,-82.537895,39.424910,21,1984,Brown Trout,Yearling,50
BEAVER CREEK RESERVOIR,-83.020030,41.241359,110,1984,Yellow Perch,Fingerlings,12000
ROSE LAKE,-82.537895,39.424910,21,1982,Channel Catfish,Fingerlings,2640
ROSE LAKE,-82.537895,39.424910,21,1984,Channel Catfish,Fingerlings,6750
ROSE LAKE,-82.537895,39.424910,21,1987,Channel Catfish,Yearling,623
ROSE LAKE,-82.537895,39.424910,21,1988,Channel Catfish,Yearling,714
ROSE LAKE,-82.537895,39.424910,21,1988,Channel Catfish,Yearling,1750
ROSE LAKE,-82.537895,39.424910,21,1989,Channel Catfish,Yearling,270
ROSE LAKE,-82.537895,39.424910,21,1982,Golden Trout,Yearling,204
INDIAN LAKE,-83.875493,40.467488,5036,1976,Largemouth Bass,Fingerlings,4965
WELLINGTON UPGROUND RESERVOIR,-82.228769,41.152851,159,1976,Yellow Perch,Fry,16500
DOW LAKE,-82.017642,39.335373,172,1989,Golden Trout,Yearling,4140
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1976,Northern Pike,Fingerlings,513
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1976,Largemouth Bass,Fingerlings,825
BERLIN LAKE,-81.002592,41.046758,3132,1976,Walleye,Fry,1500000
BERLIN LAKE,-81.002592,41.046758,3132,1976,Walleye,Fry,1800000
BERLIN LAKE,-81.002592,41.046758,3132,1976,Walleye,Fry,1200000
SPENCER LAKE,-82.080427,41.106953,87,1976,Largemouth Bass,Fingerlings,4000
SPENCER LAKE,-82.080427,41.106953,87,1976,Largemouth Bass,Fingerlings,2702
SPENCER LAKE,-82.080427,41.106953,87,1976,Largemouth Bass,Fingerlings,1288
FORKED RUN LAKE,-81.767632,39.091778,110,1976,Rainbow Trout,Yearling,2400
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,1976,Largemouth Bass,Fingerlings,4445
MONROE LAKE,-81.137885,39.818172,39,1976,Rainbow Trout,Yearling,2400
MONROE LAKE,-81.137885,39.818172,39,1976,Yellow Perch,Fingerlings,2000
DOW LAKE,-82.017642,39.335373,172,1982,Rainbow Trout,Yearling,3500
BEACH CITY RESERVOIR,-81.557344,40.645061,141,1976,Northern Pike,Fry,38000
ZOAR LAKE,-81.425438,40.613984,40,1976,Chain Pickerel,Fingerlings,500
RICHWOOD LAKE,NULL,NULL,15,1976,Largemouth Bass,Fingerlings,300
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,1976,Largemouth Bass,Fingerlings,1174
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,1976,Largemouth Bass,Fingerlings,459
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,1976,Yellow Perch,Fingerlings,3112
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,1976,Yellow Perch,Fingerlings,3112
DOW LAKE,-82.017642,39.335373,172,1983,Rainbow Trout,Yearling,3370
LAKE RUPERT,-82.520714,39.176466,327,1976,Northern Pike,Fingerlings,1181
LAKE RUPERT,-82.520714,39.176466,327,1976,Largemouth Bass,Fingerlings,7945
LAKE ALMA,-82.517937,39.144467,68,1976,Largemouth Bass,Fingerlings,2325
SHREVE LAKE,-82.043483,40.684258,62,1976,Northern Pike,Fingerlings,600
NETTLE LAKE,-84.730407,41.679601,115,1976,Northern Pike,Fingerlings,945
NORTH BALTIMORE RESERVOIR,-83.672003,41.172340,20,1976,Largemouth Bass,Fingerlings,748
KILLDEER POND #15,NULL,NULL,5,1976,Chain Pickerel,Fingerlings,300
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1976,Northern Pike,Fingerlings,600
KILLDEER POND #15,NULL,NULL,5,1976,Northern Pike,Fingerlings,900
KILLDEER RESERVOIR,-83.384538,40.705486,251,1976,Yellow Perch,Fry,28500
DOW LAKE,-82.017642,39.335373,172,1983,Rainbow Trout,Yearling,650
KILLDEER POND #15,NULL,NULL,5,1976,Largemouth Bass,Fingerlings,200
KILLDEER POND #15,NULL,NULL,5,1976,Largemouth Bass,Fingerlings,50
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Bluegill,Fingerlings,165
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,White Crappie,Yearling,28
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Redear Sunfish,Fingerlings,47
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Bullheads (general),Yearling,7
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Sunfish Hybrid,Fingerlings,19
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Black Crappie,Fingerlings,8
STEWART HOLLOW LAKE,-82.961274,39.217758,8,1976,Bluegill,Fingerlings,868
DOW LAKE,-82.017642,39.335373,172,1984,Rainbow Trout,Yearling,2825
STEWART HOLLOW LAKE,-82.961274,39.217758,8,1976,Largemouth Bass,Fingerlings,200
STEWART HOLLOW LAKE,-82.961274,39.217758,8,1976,Largemouth Bass,Fingerlings,400
STEWART HOLLOW LAKE,-82.961274,39.217758,8,1976,Bluegill,Fingerlings,632
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Bluegill,Fingerlings,272
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Redear Sunfish,Fingerlings,51
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Sunfish Hybrid,Fingerlings,17
YOCTANGEE PARK LAKE,NULL,NULL,6,1976,Brown Bullhead,Yearling,14
ROSS LAKE,-82.905454,39.334753,127,1976,Northern Pike,Fingerlings,1350
PINE LAKE,-80.634366,40.899662,484,1976,Largemouth Bass,Yearling,139
PINE LAKE,-80.634366,40.899662,484,1976,Redear Sunfish,Yearling,188
PINE LAKE,-80.634366,40.899662,484,1976,Bluegill,Yearling,36
PINE LAKE,-80.634366,40.899662,484,1976,Channel Catfish,Yearling,625
ALDRICH POND,-83.253565,41.447729,34,1976,Northern Pike,Fingerlings,599
ALDRICH POND,-83.253565,41.447729,34,1976,Largemouth Bass,Fingerlings,884
TURKEY CREEK LAKE,-83.189347,38.733354,49,1976,Rainbow Trout,Yearling,720
TURKEY CREEK LAKE,-83.189347,38.733354,49,1976,Rainbow Trout,Yearling,6422
SANDUSKY RIVER (LAKE ERIE),NULL,NULL,N/A,1976,Muskellunge,Fry,35000
ATTICA RESERVOIR,-82.890186,41.052844,5.5,1976,Largemouth Bass,Fingerlings,217
LAKE LORAMIE,-84.362362,40.363606,869,1976,Largemouth Bass,Fingerlings,4445
LONG LAKE,-81.543174,41.015056,224,1976,Chain Pickerel,Fingerlings,1000
DOW LAKE,-82.017642,39.335373,172,1985,Rainbow Trout,Yearling,2001
MOSQUITO LAKE,-80.758136,41.300057,7204,1976,Walleye,Fry,1200000
MOSQUITO LAKE,-80.758136,41.300057,7204,1976,Walleye,Fry,3200000
MOSQUITO LAKE,-80.758136,41.300057,7204,1976,Walleye,Fry,900000
GRAND RIVER WILDLIFE AREA,NULL,NULL,N/A,1976,Chain Pickerel,Fingerlings,290
OXBOW LAKE,-84.438405,41.346497,38,1976,Channel Catfish,Fingerlings,800
DELAWARE LAKE,-83.068799,40.358344,1205,1976,Walleye,Fingerlings,19384
DELAWARE WILDLIFE AREA,NULL,NULL,N/A,1976,Channel Catfish,Fingerlings,600
BUCKEYE LAKE,-82.488212,39.927860,2851,1976,Walleye,Fry,43614
GREENFIELD LAKE,-82.632387,39.770858,12,1976,Channel Catfish,Fingerlings,300
ROCKMILL LAKE,-82.698779,39.738956,12,1976,Channel Catfish,Fingerlings,360
DOW LAKE,-82.017642,39.335373,172,1985,Rainbow Trout,Yearling,1750
OAKTHORPE LAKE,-82.447832,39.809329,43,1976,Channel Catfish,Fingerlings,800
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1976,Channel Catfish,Fingerlings,2250
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,1976,Bluegill,Fingerlings,4500
METAMORA RESERVOIR,-83.938832,41.711683,6,1976,Channel Catfish,Fingerlings,1180
SALT FORK LAKE,-81.557065,40.104771,3060,1976,Walleye,Fingerlings,27000
SALT FORK LAKE,-81.557065,40.104771,3060,1976,Channel Catfish,Fingerlings,43900
SALT FORK LAKE,-81.557065,40.104771,3060,1976,Channel Catfish,Fingerlings,30000
SALT FORK LAKE,-81.557065,40.104771,3060,1976,Channel Catfish,Fingerlings,11500
SALT FORK LAKE,-81.557065,40.104771,3060,1976,Channel Catfish,Fingerlings,27520
LAKE LECOMTE,-83.447149,41.115821,137,1976,Channel Catfish,Fingerlings,7500
DOW LAKE,-82.017642,39.335373,172,1986,Rainbow Trout,Yearling,5500
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,1976,Channel Catfish,Fingerlings,32000
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,1976,Largemouth Bass,Fingerlings,6600
MCCOMB RESERVOIR #1,-83.783270,41.106898,6,1976,Channel Catfish,Fingerlings,800
TAPPAN LAKE,-81.225939,40.359266,2274,1976,Walleye,Fingerlings,65000
CLENDENING LAKE,-81.276497,40.268967,1702,1976,Smallmouth Bass,Fingerlings,7000
CLENDENING LAKE,-81.276497,40.268967,1702,1976,Smallmouth Bass,Fry,6660
CLENDENING LAKE,-81.276497,40.268967,1702,1976,Flathead Catfish,Fingerlings,4935
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,1976,Smallmouth Bass,Fry,4658
WILLARD RESERVOIR,-82.665177,41.057248,199,1976,Channel Catfish,Fingerlings,7000
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,1976,Channel Catfish,Fingerlings,4250
NORWALK RESERVOIR #2,-82.582676,41.233947,52,1976,Channel Catfish,Fingerlings,2500
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1976,Channel Catfish,Fingerlings,3000
METZGER RESERVOIR,-84.055351,40.741409,157,1976,Channel Catfish,Fingerlings,8350
LIMA LAKE,-84.050626,40.757473,87,1976,Channel Catfish,Fingerlings,1700
TRIMBLE WILDLIFE AREA,NULL,NULL,N/A,1976,Channel Catfish,Yearling,466
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,1976,Striped Bass,Fry,55000
PIEDMONT LAKE,-81.213162,40.190368,2370,1976,Walleye,Fingerlings,30000
BELMONT LAKE,-81.008987,40.033671,109,1976,Channel Catfish,Fingerlings,4180
BELMONT LAKE,-81.008987,40.033671,109,1976,Channel Catfish,Fingerlings,3480
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1982,Northern Pike,Fingerlings,2080
PIEDMONT LAKE,-81.213162,40.190368,2370,1976,Flathead Catfish,Fingerlings,4937
LEESVILLE LAKE,-81.194548,40.468665,1011,1976,Channel Catfish,Fingerlings,11000
ATWOOD LAKE,-81.285772,40.526523,1563,1976,Channel Catfish,Fingerlings,10000
KISER LAKE,-83.981882,40.197181,394,1976,Walleye,Fry,6000
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1976,Brown Trout,Fingerlings,20600
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,1976,Walleye,Fingerlings,50000
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,1976,Walleye,Fingerlings,50000
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,1976,Channel Catfish,Fingerlings,40000
GUILFORD LAKE,-80.872028,40.795059,361,1976,Channel Catfish,Fingerlings,12000
WOODBURY WA PONDS,NULL,NULL,N/A,1976,Channel Catfish,Fingerlings,500
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1983,Northern Pike,Fingerlings,2080
POWERS RESERVOIR,-82.803509,40.721617,28,1976,Channel Catfish,Fingerlings,2500
POWERS RESERVOIR,-82.803509,40.721617,28,1976,Bluegill,Fingerlings,11500
RILEY RESERVOIR,-82.933241,40.827245,31,1976,Channel Catfish,Fingerlings,1500
CHAGRIN RIVER (LAKE ERIE),NULL,NULL,N/A,1976,Rainbow Trout,Fingerlings,39150
BLUE ROCK LAKE,-81.850411,39.817570,17,1976,Channel Catfish,Fingerlings,2390
SENECA LAKE,-81.438174,39.924472,3587,1976,Walleye,Fingerlings,60000
SENECA LAKE,-81.438174,39.924472,3587,1976,Walleye,Fingerlings,30000
AEP RECREATION LAND,NULL,NULL,N/A,1976,Largemouth Bass,Fingerlings,13500
WOLF RUN LAKE,-81.548180,39.790673,208,1976,Yellow Perch,Fingerlings,2000
WOLF RUN LAKE,-81.548180,39.790673,208,1976,Largemouth Bass,Fingerlings,2080
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1984,Northern Pike,Fingerlings,1013
LAKE ERIE,NULL,NULL,N/A,1976,Sauger,Fingerlings,90000
LAKE ERIE,NULL,NULL,N/A,1976,Sauger,Fingerlings,10000
PAULDING RESERVOIR,-84.591437,41.124255,67,1976,Channel Catfish,Fingerlings,3250
NEW LEXINGTON RESERVOIR 1A,-82.215604,39.733720,32,1976,Channel Catfish,Fingerlings,1350
CLOUSE LAKE,-82.303206,39.765065,19,1976,Channel Catfish,Fingerlings,2500
CLOUSE LAKE,-82.303206,39.765065,19,1976,Channel Catfish,Fingerlings,1350
NEW LEXINGTON RESERVOIR 1A,-82.215604,39.733720,32,1976,Channel Catfish,Fingerlings,2500
DEER CREEK RESERVOIR,-81.116487,40.968658,334,1976,Channel Catfish,Fingerlings,41000
PIKE LAKE,-83.218797,39.159445,13,1976,Channel Catfish,Fingerlings,130
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1985,Northern Pike,Fingerlings,2080
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1976,Striped Bass,Fingerlings,30000
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1976,Striped Bass,Fingerlings,1800
WEST BRANCH RESERVOIR,-81.079412,41.155371,2621,1976,Striped Bass,Fingerlings,6000
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,1976,Channel Catfish,Fingerlings,2250
ROSS LAKE,-82.905454,39.334753,127,1976,Walleye,Fingerlings,2000
PINE LAKE,-80.634366,40.899662,484,1976,Channel Catfish,Fingerlings,140
PLEASANT VALLEY WA PONDS,NULL,NULL,N/A,1976,Channel Catfish,Fingerlings,60
CALDWELL LAKE,-82.954220,39.229887,10,1976,Channel Catfish,Fingerlings,130
RACCOON CREEK RESERVOIR,-82.976303,41.287540,36,1976,Channel Catfish,Fingerlings,3250
COOPER HOLLOW WA PONDS,NULL,NULL,N/A,1976,Channel Catfish,Fingerlings,100
ANTRIM LAKE,-83.033796,40.077248,43,1985,Rainbow Trout,Yearling,1501
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1986,Northern Pike,Fingerlings,2080
JEFFERSON LAKE,-80.794249,40.460666,20,1976,Channel Catfish,Fingerlings,270
KOKOSING LAKE,-82.575168,40.506455,154,1976,Channel Catfish,Fingerlings,3060
VESUVIUS LAKE,-82.630439,38.606473,106,1976,Channel Catfish,Fingerlings,7150
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1987,Northern Pike,Fingerlings,2075
INDIAN LAKE,-83.875493,40.467488,5036,1976,Walleye,Fry,75000
SWANTON WATERWORKS RESERVOIR,-83.873831,41.568890,20,1976,Channel Catfish,Fingerlings,2122
LAKE MILTON,-80.977591,41.127257,1694,1976,Channel Catfish,Fingerlings,25000
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,1976,Striped Bass,Fingerlings,12000
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,1976,Striped Bass,Fingerlings,1800
MONROE LAKE,-81.137885,39.818172,39,1976,Channel Catfish,Fingerlings,3135
MONROE LAKE,-81.137885,39.818172,39,1976,Largemouth Bass,Fingerlings,5000
BURR OAK LAKE,-82.057644,39.541769,687,1976,Walleye,Fingerlings,25000
AEP RECREATION LAND,NULL,NULL,N/A,1976,Largemouth Bass,Fingerlings,2500
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1988,Northern Pike,Fingerlings,3100
AEP RECREATION LAND,NULL,NULL,N/A,1976,Bluegill,Fry,20000
BURR OAK LAKE,-82.057644,39.541769,687,1976,Channel Catfish,Fingerlings,33200
AEP RECREATION LAND,NULL,NULL,N/A,1976,Redear Sunfish,Fry,110000
WOLF CREEK  WILDLIFE AREA,NULL,NULL,N/A,1976,Channel Catfish,Fingerlings,1600
AMICK RESERVOIR,-82.822681,40.703148,53,1976,Smallmouth Bass,Fry,3342
AMICK RESERVOIR,-82.822681,40.703148,53,1976,Channel Catfish,Fingerlings,3000
AMICK RESERVOIR,-82.822681,40.703148,53,1976,Bluegill,Fingerlings,14000
MT. GILEAD LAKE,-82.817123,40.549250,16,1976,Channel Catfish,Fingerlings,600
EAST BRANCH RESERVOIR,-81.093709,41.503654,403,1989,Northern Pike,Fingerlings,3120
EAST FORK LAKE,-84.151688,39.022284,2107,1983,Hybrid-Striped Bass,Fingerlings,49400
EAST FORK LAKE,-84.151688,39.022284,2107,1984,Hybrid-Striped Bass,Fingerlings,50310
EAST FORK LAKE,-84.151688,39.022284,2107,1985,Hybrid-Striped Bass,Fingerlings,25000
EAST FORK LAKE,-84.151688,39.022284,2107,1986,Hybrid-Striped Bass,Fingerlings,65190
EAST FORK LAKE,-84.151688,39.022284,2107,1988,Hybrid-Striped Bass,Fry,1680000
BEAR LAKE,-83.176305,38.781172,4,1976,Channel Catfish,Fingerlings,75
EAST FORK LAKE,-84.151688,39.022284,2107,1989,Hybrid-Striped Bass,Fry,2200000
BEAVER CREEK (SANDUSKY R),NULL,NULL,N/A,1976,Rainbow Trout,Fingerlings,5000
ATTICA RESERVOIR,-82.890186,41.052844,5.5,1976,Channel Catfish,Fingerlings,900
TURKEYFOOT LAKE,-81.543730,40.969256,474,1976,Walleye,Fingerlings,25000
RICHWOOD LAKE,NULL,NULL,15,1976,Channel Catfish,Fingerlings,300
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,1976,Channel Catfish,Fingerlings,3250
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,1976,Bluegill,Fingerlings,15000
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,1976,Bluegill,Fingerlings,15000
LAKE ALMA,-82.517937,39.144467,68,1976,Channel Catfish,Fingerlings,4650
NETTLE LAKE,-84.730407,41.679601,115,1976,Channel Catfish,Fingerlings,1900
SCHOONOVER LAKE,-84.095553,40.750691,23,1977,Northern Pike,Fry,11000
ADAMS LAKE,-83.516026,38.813935,37,1988,Channel Catfish,Yearling,925
EASTWOOD LAKE,-84.145686,39.782494,196,1983,Channel Catfish,Fingerlings,12500
FERGUSON RESERVOIR,-84.044266,40.732342,308,1977,Yellow Perch,Fingerlings,61000
LOST CREEK RESERVOIR,-84.067431,40.744618,131,1977,Walleye,Fingerlings,3823
METZGER RESERVOIR,-84.055351,40.741409,157,1977,Yellow Perch,Fingerlings,7098
METZGER RESERVOIR,-84.055351,40.741409,157,1977,Yellow Perch,Fingerlings,9438
BRESLER RESERVOIR,-84.229082,40.730660,582,1977,Walleye,Fingerlings,10000
SCHOONOVER LAKE,-84.095553,40.750691,23,1977,Largemouth Bass,Fingerlings,2244
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,1977,Rainbow Trout,Fingerlings,16702
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,1977,Rainbow Trout,Fingerlings,5400
CONNEAUT CREEK (LAKE ERIE),NULL,NULL,N/A,1977,Rainbow Trout,Fingerlings,7049
GRAND RIVER (LAKE ERIE),NULL,NULL,N/A,1977,Muskellunge,Fry,100000
EASTWOOD LAKE,-84.145686,39.782494,196,1982,Walleye,Fingerlings,10000
DOW LAKE,-82.017642,39.335373,172,1977,Rainbow Trout,Yearling,4620
DOW LAKE,-82.017642,39.335373,172,1977,Rainbow Trout,Yearling,9416
FOX LAKE,-82.192092,39.300071,53,1977,Chain Pickerel,Fingerlings,309
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,1977,Striped Bass,Fingerlings,93
GRAND LAKE ST. MARYS,-84.574374,40.534790,12896,1977,Largemouth Bass,Fingerlings,39135
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1977,Rainbow Trout,Yearling,3000
BELMONT LAKE,-81.008987,40.033671,109,1977,Rainbow Trout,Yearling,3000
PIEDMONT LAKE,-81.213162,40.190368,2370,1977,Tiger Muskie,Fingerlings,8010
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1977,Largemouth Bass,Fingerlings,2987
BELMONT LAKE,-81.008987,40.033671,109,1977,Largemouth Bass,Fingerlings,3821
GRANT LAKE,-83.929124,38.996626,178,1977,Largemouth Bass,Fingerlings,15120
INDIAN CREEK WA PONDS,NULL,NULL,N/A,1977,Largemouth Bass,Fingerlings,6848
LEESVILLE LAKE,-81.194548,40.468665,1011,1977,Muskellunge,Fingerlings,1500
LEESVILLE LAKE,-81.194548,40.468665,1011,1977,Muskellunge,Fingerlings,3600
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1977,Rainbow Trout,Yearling,1467
EVERGREEN LAKE,-83.830774,41.534994,10,1982,Largemouth Bass,Fingerlings,300
MAD RIVER (GREAT MIAMI R),NULL,NULL,N/A,1977,Rainbow Trout,Fingerlings,20000
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,1977,Walleye,Fingerlings,1712
